driver_id,first_name,last_name,full_name,email,phone,city,state,market,cdl_type,vehicle_type,experience,status,rating,total_deliveries,total_routes_completed,on_time_percentage,completion_rate,background_check,drug_screen,mvr_status,fully_cleared,hourly_rate_usd,total_deployments,date_joined,last_active,available_from,fedex_isp_experience,willing_to_relocate,notes
RR-00296,Samantha,Carter,Samantha Carter,carter.s@yahoo.com,(357) 905-8648,Kansas City,MO,"Kansas City, MO",CDL-B,Box Truck,1-2 Years,CLEARED,4.0,1140,751,88.5,94.5,PASSED,PASSED,CLEAN,YES,20.72,10,2025-06-12,2026-04-03,2026-04-15,YES,YES,
RR-00297,Diana,Scott,Diana Scott,diana224@outlook.com,(265) 886-9956,New Orleans,LA,"New Orleans, LA",CDL-B,Step Van,7-10 Years,CLEARED,4.3,674,31,99.3,94.8,PASSED,PASSED,CLEAN,YES,25.99,11,2025-12-30,2026-03-22,2026-04-07,YES,NO,
RR-00298,Curtis,Clark,Curtis Clark,clark.c@outlook.com,(517) 256-6511,Denver,CO,"Denver, CO",CDL-A,Step Van,10+ Years,MATCHING,3.1,1079,121,91.0,98.4,PASSED,PASSED,CLEAN,YES,30.22,7,2026-01-19,2026-03-23,2026-04-16,YES,NO,
RR-00299,Elena,Martinez,Elena Martinez,martinez.e@icloud.com,(571) 571-4842,San Antonio,TX,"San Antonio, TX",CDL-B,Cargo Van,10+ Years,CLEARED,4.5,1524,747,91.4,98.3,PASSED,PASSED,CLEAN,YES,27.58,8,2025-10-18,2026-03-29,2026-04-16,YES,NO,
RR-00300,Nathaniel,Moore,Nathaniel Moore,moore.n@icloud.com,(219) 433-6637,Detroit,MI,"Detroit, MI",CDL-B,Step Van,2-3 Years,CLEARED,4.6,1740,719,88.2,99.6,PASSED,PASSED,CLEAN,YES,24.52,7,2025-11-11,2026-03-12,2026-04-15,YES,YES,
RR-00301,Gabriela,Hall,Gabriela Hall,gabriela.hall@icloud.com,(203) 391-9451,New York,NY,"New York, NY",CDL-B,Step Van,7-10 Years,MATCHING,5.0,2078,715,94.8,94.5,PASSED,PENDING,CLEAN,NO,17.2,13,2025-07-05,2026-04-04,2026-04-09,YES,NO,
RR-00302,Elena,White,Elena White,elena.white@gmail.com,(573) 668-5025,New Orleans,LA,"New Orleans, LA",CDL-B,Step Van,10+ Years,MATCHING,4.2,303,258,97.4,93.8,PASSED,PASSED,CLEAN,YES,23.15,7,2025-04-30,2026-03-31,2026-04-19,NO,YES,
RR-00303,Aisha,Taylor,Aisha Taylor,aisha13@icloud.com,(720) 265-3304,Philadelphia,PA,"Philadelphia, PA",CDL-B,Step Van,1-2 Years,CLEARED,3.1,1681,352,99.9,97.2,PASSED,PASSED,CLEAN,YES,21.67,1,2025-09-17,2026-03-18,2026-04-07,YES,YES,
RR-00304,Tyler,Martin,Tyler Martin,tyler.martin@outlook.com,(269) 268-6169,Charlotte,NC,"Charlotte, NC",CDL-A,Box Truck,3-5 Years,CLEARED,5.0,1283,47,95.8,100.0,PENDING,PASSED,CLEAN,NO,22.23,8,2025-05-03,2026-03-17,2026-04-09,YES,NO,
RR-00305,Amber,Williams,Amber Williams,amber_williams@outlook.com,(590) 398-6152,Miami,FL,"Miami, FL",CDL-B,Sprinter Van,3-5 Years,STANDBY,4.7,1087,32,99.4,93.6,PASSED,PASSED,CLEAN,YES,18.88,11,2026-01-17,2026-03-15,2026-04-08,YES,NO,
RR-00306,Rachel,Adams,Rachel Adams,rachel.adams@hotmail.com,(820) 521-4078,Jacksonville,FL,"Jacksonville, FL",CDL-A,Box Truck,2-3 Years,MATCHING,4.2,1697,313,89.8,97.6,PASSED,PASSED,CLEAN,YES,29.74,2,2025-07-02,2026-04-05,2026-04-09,YES,YES,
RR-00307,Rosa,Carter,Rosa Carter,rosa528@gmail.com,(961) 324-9932,Minneapolis,MN,"Minneapolis, MN",CDL-B,Step Van,1-2 Years,MATCHING,3.0,2096,506,98.0,95.5,PASSED,PASSED,MINOR_VIOLATION,YES,26.42,11,2025-07-14,2026-04-05,2026-04-18,YES,NO,
RR-00308,Dominic,Allen,Dominic Allen,dominic.allen@gmail.com,(871) 363-8514,New Orleans,LA,"New Orleans, LA",CDL-B,Box Truck,10+ Years,STANDBY,3.0,316,224,97.0,97.1,PASSED,PENDING,CLEAN,NO,22.38,14,2025-07-09,2026-03-20,2026-04-06,YES,YES,
RR-00309,Devin,Nelson,Devin Nelson,devin.nelson@hotmail.com,(511) 459-4405,Kansas City,MO,"Kansas City, MO",CDL-B,Box Truck,7-10 Years,IN_REVIEW,4.1,589,57,99.5,94.0,PASSED,PASSED,CLEAN,YES,23.03,1,2026-02-24,2026-03-20,2026-04-15,NO,YES,
RR-00310,Monique,Richardson,Monique Richardson,monique.richardson@gmail.com,(960) 755-5349,Boston,MA,"Boston, MA",CDL-B,Step Van,10+ Years,STANDBY,3.0,1835,458,89.8,97.7,PASSED,PASSED,MINOR_VIOLATION,YES,25.1,5,2025-10-12,2026-03-23,2026-04-06,YES,NO,
RR-00311,Gabriela,Rogers,Gabriela Rogers,gabriela.rogers@yahoo.com,(311) 339-6436,Denver,CO,"Denver, CO",CDL-A,Step Van,10+ Years,STANDBY,4.4,2048,240,88.7,94.1,PASSED,PASSED,MINOR_VIOLATION,YES,32.55,2,2026-01-12,2026-03-13,2026-04-19,YES,YES,
RR-00312,Sheila,Johnson,Sheila Johnson,johnson.s@gmail.com,(871) 475-2546,New Orleans,LA,"New Orleans, LA",CDL-B,Box Truck,3-5 Years,STANDBY,3.3,723,475,93.4,95.7,PENDING,PASSED,CLEAN,NO,18.55,1,2026-02-13,2026-03-23,2026-04-10,YES,NO,
RR-00313,Robert,Alexander,Robert Alexander,alexander.r@gmail.com,(643) 238-4826,Philadelphia,PA,"Philadelphia, PA",CDL-B,Sprinter Van,10+ Years,CLEARED,4.9,1776,737,91.0,94.8,PASSED,PASSED,CLEAN,YES,22.63,13,2025-09-03,2026-04-01,2026-04-10,YES,NO,
RR-00314,Diego,Bryant,Diego Bryant,diego_bryant@icloud.com,(600) 672-5931,Minneapolis,MN,"Minneapolis, MN",CDL-A,Box Truck,5-7 Years,MATCHING,3.9,1699,309,99.7,96.4,PASSED,PASSED,MINOR_VIOLATION,YES,30.92,13,2025-08-26,2026-03-14,2026-04-11,YES,YES,
RR-00315,Kevin,Thomas,Kevin Thomas,kevin.thomas@hotmail.com,(502) 987-1597,Los Angeles,CA,"Los Angeles, CA",CDL-B,Cargo Van,5-7 Years,CLEARED,4.7,135,653,96.8,96.4,PASSED,PENDING,CLEAN,NO,18.69,8,2026-01-15,2026-03-17,2026-04-06,YES,NO,
RR-00316,Antonio,Taylor,Antonio Taylor,antonio_taylor@yahoo.com,(386) 722-7701,Washington,DC,"Washington, DC",CDL-A,Cargo Van,2-3 Years,CLEARED,4.2,809,169,96.1,97.9,PASSED,PASSED,CLEAN,YES,27.92,15,2025-09-25,2026-03-10,2026-04-07,YES,NO,
RR-00317,Terrance,Cox,Terrance Cox,terrance_cox@hotmail.com,(723) 896-1878,Cleveland,OH,"Cleveland, OH",CDL-B,Step Van,5-7 Years,STANDBY,4.1,306,725,99.1,93.4,PASSED,PENDING,CLEAN,NO,25.97,2,2025-10-23,2026-04-03,2026-04-12,NO,NO,
RR-00318,Gabriela,Foster,Gabriela Foster,gabriela_foster@gmail.com,(243) 873-3831,New Orleans,LA,"New Orleans, LA",CDL-B,Step Van,3-5 Years,MATCHING,5.0,1195,287,96.5,93.2,PASSED,PASSED,CLEAN,YES,17.8,3,2025-04-09,2026-03-15,2026-04-16,YES,YES,
RR-00319,Marvin,Washington,Marvin Washington,marvin.washington@gmail.com,(773) 565-2829,Boston,MA,"Boston, MA",CDL-A,Step Van,3-5 Years,MATCHING,3.9,113,735,99.2,98.2,PASSED,PASSED,CLEAN,YES,29.31,9,2026-01-04,2026-03-16,2026-04-08,YES,NO,
RR-00320,Courtney,Washington,Courtney Washington,courtney47@gmail.com,(480) 212-8891,Washington,DC,"Washington, DC",CDL-B,Cargo Van,10+ Years,CLEARED,3.6,1852,190,92.5,92.2,PASSED,PENDING,CLEAN,NO,17.88,15,2025-07-29,2026-03-26,2026-04-13,YES,NO,
RR-00321,Monique,Baker,Monique Baker,monique.baker@icloud.com,(867) 421-4091,Houston,TX,"Houston, TX",CDL-B,Step Van,1-2 Years,STANDBY,4.5,551,797,88.2,93.2,PENDING,PENDING,CLEAN,NO,18.63,10,2025-08-06,2026-03-08,2026-04-08,NO,NO,
RR-00322,Rosa,Baker,Rosa Baker,baker.r@outlook.com,(397) 939-9213,Indianapolis,IN,"Indianapolis, IN",CDL-A,Cargo Van,7-10 Years,CLEARED,4.4,1119,394,92.7,95.4,PASSED,PASSED,CLEAN,YES,23.61,14,2025-10-08,2026-04-01,2026-04-13,YES,YES,
RR-00323,Keisha,Roberts,Keisha Roberts,roberts.k@gmail.com,(642) 965-2249,Nashville,TN,"Nashville, TN",CDL-B,Box Truck,2-3 Years,STANDBY,5.0,1890,792,99.1,94.5,PASSED,PASSED,CLEAN,YES,17.09,10,2025-10-21,2026-03-20,2026-04-06,YES,NO,
RR-00324,Alicia,Taylor,Alicia Taylor,alicia_taylor@yahoo.com,(416) 740-1679,Seattle,WA,"Seattle, WA",CDL-B,Step Van,5-7 Years,CLEARED,3.8,250,684,90.5,95.7,PASSED,PASSED,CLEAN,YES,19.4,10,2025-07-05,2026-03-21,2026-04-13,NO,NO,
RR-00325,Rodney,Lee,Rodney Lee,rodney66@hotmail.com,(815) 237-7199,New Orleans,LA,"New Orleans, LA",CDL-B,Box Truck,7-10 Years,STANDBY,3.5,1368,724,93.7,92.5,PASSED,PENDING,CLEAN,NO,27.9,11,2025-10-12,2026-03-09,2026-04-14,YES,YES,
RR-00326,David,Flores,David Flores,david_flores@yahoo.com,(248) 313-8073,Tampa,FL,"Tampa, FL",CDL-B,Box Truck,3-5 Years,STANDBY,4.4,1080,328,99.9,95.2,PENDING,PENDING,CLEAN,NO,22.9,5,2025-07-03,2026-03-16,2026-04-07,YES,NO,
RR-00327,Andrew,Brown,Andrew Brown,andrew_brown@outlook.com,(262) 451-5452,Los Angeles,CA,"Los Angeles, CA",CDL-B,Box Truck,5-7 Years,CLEARED,4.1,700,666,89.8,97.7,PASSED,PASSED,CLEAN,YES,18.44,2,2025-07-10,2026-03-20,2026-04-19,YES,NO,
RR-00328,Reginald,Williams,Reginald Williams,reginald504@outlook.com,(997) 834-3100,Atlanta,GA,"Atlanta, GA",CDL-A,Sprinter Van,1-2 Years,CLEARED,4.7,2015,246,95.9,92.9,PASSED,PASSED,CLEAN,YES,30.46,7,2025-09-24,2026-03-27,2026-04-07,YES,YES,
RR-00329,Fernando,Cooper,Fernando Cooper,fernando.cooper@gmail.com,(752) 527-8296,Denver,CO,"Denver, CO",CDL-A,Cargo Van,7-10 Years,MATCHING,4.9,741,794,98.2,96.8,PASSED,PASSED,MINOR_VIOLATION,YES,27.09,15,2025-06-03,2026-03-31,2026-04-19,YES,YES,
RR-00330,Robert,Hall,Robert Hall,robert_hall@icloud.com,(313) 755-7079,Indianapolis,IN,"Indianapolis, IN",CDL-B,Step Van,5-7 Years,STANDBY,4.9,1113,42,93.6,92.2,PASSED,PASSED,MINOR_VIOLATION,YES,23.26,7,2025-06-25,2026-03-07,2026-04-10,NO,YES,
RR-00331,Elena,Ward,Elena Ward,elena_ward@gmail.com,(921) 563-6700,New York,NY,"New York, NY",CDL-A,Box Truck,10+ Years,IN_REVIEW,5.0,2307,78,99.8,97.8,PASSED,PENDING,CLEAN,NO,24.76,9,2025-07-02,2026-03-11,2026-04-14,YES,NO,
RR-00332,Hannah,Sanchez,Hannah Sanchez,hannah_sanchez@icloud.com,(395) 786-4856,Miami,FL,"Miami, FL",CDL-A,Box Truck,1-2 Years,MATCHING,4.4,78,392,97.3,96.7,PASSED,PASSED,MINOR_VIOLATION,YES,23.87,12,2025-08-24,2026-03-17,2026-04-16,YES,NO,
RR-00333,Stephanie,Moore,Stephanie Moore,stephanie149@outlook.com,(416) 401-9206,Memphis,TN,"Memphis, TN",CDL-B,Box Truck,7-10 Years,CLEARED,5.0,116,699,93.0,99.7,PASSED,PASSED,CLEAN,YES,19.12,4,2025-06-01,2026-03-25,2026-04-15,YES,YES,
RR-00334,Marvin,Price,Marvin Price,price.m@gmail.com,(519) 624-1120,Cincinnati,OH,"Cincinnati, OH",CDL-B,Box Truck,5-7 Years,CLEARED,3.8,1818,309,91.5,94.0,PASSED,PASSED,CLEAN,YES,17.06,4,2025-06-12,2026-03-11,2026-04-11,YES,NO,
RR-00335,Curtis,Hall,Curtis Hall,curtis_hall@outlook.com,(277) 723-3670,Denver,CO,"Denver, CO",CDL-A,Box Truck,1-2 Years,MATCHING,3.0,602,778,96.6,95.0,PENDING,PASSED,CLEAN,NO,24.99,6,2025-09-15,2026-03-08,2026-04-08,NO,NO,
RR-00336,Jasmine,Miller,Jasmine Miller,miller.j@yahoo.com,(655) 997-7461,Minneapolis,MN,"Minneapolis, MN",CDL-A,Box Truck,2-3 Years,CLEARED,3.3,84,23,98.0,98.3,PASSED,PASSED,CLEAN,YES,32.85,8,2026-03-05,2026-03-14,2026-04-13,YES,NO,
RR-00337,Zachary,Rogers,Zachary Rogers,zachary172@outlook.com,(695) 552-7360,Phoenix,AZ,"Phoenix, AZ",CDL-A,Sprinter Van,7-10 Years,MATCHING,4.4,338,629,90.5,94.3,PASSED,PASSED,CLEAN,YES,28.53,15,2025-10-28,2026-03-14,2026-04-18,NO,YES,
RR-00338,Jasmine,Bryant,Jasmine Bryant,jasmine_bryant@outlook.com,(202) 935-1893,Portland,OR,"Portland, OR",CDL-B,Sprinter Van,5-7 Years,CLEARED,3.6,1315,274,90.5,96.2,PASSED,PASSED,CLEAN,YES,18.64,11,2025-06-12,2026-04-01,2026-04-13,YES,YES,
RR-00339,Brian,Roberts,Brian Roberts,brian.roberts@hotmail.com,(936) 282-6512,Las Vegas,NV,"Las Vegas, NV",CDL-A,Box Truck,10+ Years,IN_REVIEW,4.4,2230,723,95.1,94.6,PASSED,PASSED,CLEAN,YES,32.41,9,2025-06-16,2026-03-11,2026-04-18,YES,YES,
RR-00340,Danielle,Powell,Danielle Powell,powell.d@gmail.com,(964) 590-9390,Atlanta,GA,"Atlanta, GA",CDL-A,Box Truck,1-2 Years,IN_REVIEW,4.7,855,332,89.4,93.9,PASSED,PASSED,CLEAN,YES,34.5,6,2025-09-01,2026-03-22,2026-04-10,YES,NO,
RR-00341,Carmen,Scott,Carmen Scott,scott.c@gmail.com,(402) 260-3342,Seattle,WA,"Seattle, WA",CDL-B,Cargo Van,3-5 Years,CLEARED,4.8,1924,320,96.0,98.6,PASSED,PASSED,CLEAN,YES,26.13,0,2025-10-04,2026-03-11,2026-04-18,NO,YES,
RR-00342,Jacob,Simmons,Jacob Simmons,jacob.simmons@icloud.com,(205) 323-1611,Dallas,TX,"Dallas, TX",CDL-A,Step Van,5-7 Years,IN_REVIEW,3.8,398,549,98.5,94.1,PASSED,PASSED,CLEAN,YES,25.71,9,2025-04-24,2026-03-23,2026-04-17,YES,NO,
RR-00343,Tyler,Reed,Tyler Reed,tyler_reed@outlook.com,(913) 523-5110,Memphis,TN,"Memphis, TN",CDL-A,Step Van,3-5 Years,MATCHING,4.2,1194,126,98.6,92.8,PASSED,PENDING,CLEAN,NO,31.89,9,2025-07-22,2026-03-28,2026-04-12,YES,NO,
RR-00344,Isabella,Wright,Isabella Wright,isabella420@hotmail.com,(475) 523-6541,Indianapolis,IN,"Indianapolis, IN",CDL-B,Sprinter Van,5-7 Years,IN_REVIEW,3.0,1275,308,92.8,92.3,PASSED,PASSED,CLEAN,YES,25.11,5,2025-09-05,2026-03-22,2026-04-08,NO,NO,
RR-00345,Robert,Johnson,Robert Johnson,robert.johnson@icloud.com,(296) 577-8334,Denver,CO,"Denver, CO",CDL-B,Box Truck,2-3 Years,STANDBY,5.0,846,298,90.3,95.2,PASSED,PASSED,CLEAN,YES,20.27,6,2026-02-05,2026-03-18,2026-04-14,NO,NO,
RR-00346,Heather,Gonzalez,Heather Gonzalez,heather358@outlook.com,(424) 685-6868,Kansas City,MO,"Kansas City, MO",CDL-A,Step Van,5-7 Years,CLEARED,3.8,524,222,96.9,92.9,PENDING,PENDING,CLEAN,NO,34.65,4,2025-12-04,2026-03-21,2026-04-09,YES,NO,
RR-00347,Eric,Anderson,Eric Anderson,eric914@gmail.com,(247) 251-7001,Seattle,WA,"Seattle, WA",CDL-A,Step Van,1-2 Years,STANDBY,4.5,22,214,97.3,98.5,PASSED,PASSED,CLEAN,YES,29.91,10,2025-05-06,2026-03-07,2026-04-09,NO,NO,
RR-00348,Cheryl,Lewis,Cheryl Lewis,cheryl.lewis@outlook.com,(852) 604-3343,Detroit,MI,"Detroit, MI",CDL-B,Box Truck,1-2 Years,CLEARED,3.0,1502,241,89.4,96.0,PENDING,PASSED,CLEAN,NO,26.04,6,2025-06-01,2026-03-28,2026-04-17,YES,NO,
RR-00349,Amber,Howard,Amber Howard,amber701@outlook.com,(323) 814-2988,New York,NY,"New York, NY",CDL-B,Sprinter Van,3-5 Years,STANDBY,3.3,2177,221,94.1,93.0,PASSED,PENDING,CLEAN,NO,27.71,4,2025-06-07,2026-03-28,2026-04-06,NO,YES,
RR-00350,Adam,Perez,Adam Perez,adam_perez@icloud.com,(642) 381-7701,Las Vegas,NV,"Las Vegas, NV",CDL-A,Box Truck,1-2 Years,CLEARED,4.8,2173,89,91.5,93.5,PASSED,PENDING,CLEAN,NO,27.15,6,2025-06-01,2026-03-09,2026-04-14,YES,YES,
RR-00351,Megan,Hernandez,Megan Hernandez,megan.hernandez@hotmail.com,(855) 954-1991,Denver,CO,"Denver, CO",CDL-B,Cargo Van,5-7 Years,MATCHING,3.7,1864,46,99.6,99.9,PASSED,PASSED,CLEAN,YES,19.46,6,2025-10-03,2026-03-11,2026-04-06,YES,NO,
RR-00352,Patrick,Martinez,Patrick Martinez,patrick_martinez@icloud.com,(427) 747-5601,Los Angeles,CA,"Los Angeles, CA",CDL-A,Cargo Van,1-2 Years,MATCHING,3.9,2189,554,92.0,94.8,PASSED,PENDING,CLEAN,NO,28.24,6,2025-07-09,2026-03-21,2026-04-05,YES,NO,
RR-00353,Jessica,Phillips,Jessica Phillips,phillips.j@gmail.com,(429) 591-1121,Dallas,TX,"Dallas, TX",CDL-B,Step Van,3-5 Years,MATCHING,4.6,1414,379,90.6,93.2,PENDING,PASSED,MINOR_VIOLATION,NO,19.16,1,2025-08-04,2026-03-17,2026-04-14,YES,NO,
RR-00354,Tanya,Phillips,Tanya Phillips,phillips.t@outlook.com,(291) 839-8644,Detroit,MI,"Detroit, MI",CDL-A,Step Van,3-5 Years,CLEARED,4.3,1743,74,96.9,98.1,PASSED,PASSED,CLEAN,YES,26.48,1,2025-10-22,2026-03-27,2026-04-14,NO,YES,
RR-00355,Rodney,Lopez,Rodney Lopez,rodney531@hotmail.com,(986) 408-8251,Denver,CO,"Denver, CO",CDL-B,Box Truck,2-3 Years,STANDBY,4.4,84,506,90.3,97.3,PASSED,PASSED,CLEAN,YES,18.14,10,2026-02-20,2026-04-05,2026-04-09,NO,NO,
RR-00356,Luis,Wood,Luis Wood,wood.l@outlook.com,(549) 588-8998,Washington,DC,"Washington, DC",CDL-B,Step Van,10+ Years,STANDBY,4.9,1027,227,92.4,99.9,PASSED,PASSED,MINOR_VIOLATION,YES,27.1,0,2025-07-21,2026-03-12,2026-04-07,NO,NO,
RR-00357,Gina,King,Gina King,gina.king@hotmail.com,(560) 652-1901,Charlotte,NC,"Charlotte, NC",CDL-A,Step Van,10+ Years,CLEARED,5.0,2011,653,97.3,97.5,PASSED,PASSED,MINOR_VIOLATION,YES,32.64,2,2026-01-02,2026-04-02,2026-04-14,YES,YES,
RR-00358,James,Lopez,James Lopez,james.lopez@gmail.com,(822) 940-5590,Detroit,MI,"Detroit, MI",CDL-A,Step Van,3-5 Years,STANDBY,3.7,2092,423,96.3,97.9,PENDING,PASSED,MINOR_VIOLATION,NO,22.64,11,2026-01-10,2026-03-28,2026-04-09,YES,NO,
RR-00359,Raymond,Bennett,Raymond Bennett,raymond598@hotmail.com,(533) 356-1655,Nashville,TN,"Nashville, TN",CDL-B,Step Van,5-7 Years,IN_REVIEW,4.7,295,186,96.5,97.5,PASSED,PASSED,CLEAN,YES,27.88,1,2025-07-16,2026-03-24,2026-04-17,YES,NO,
RR-00360,Jasmine,Morris,Jasmine Morris,jasmine_morris@hotmail.com,(706) 563-2200,Miami,FL,"Miami, FL",CDL-A,Step Van,1-2 Years,MATCHING,4.2,1792,677,90.2,92.4,PENDING,PASSED,MINOR_VIOLATION,NO,28.2,3,2025-06-30,2026-03-12,2026-04-15,YES,NO,
RR-00361,Wesley,Campbell,Wesley Campbell,wesley.campbell@hotmail.com,(376) 650-8638,Phoenix,AZ,"Phoenix, AZ",CDL-B,Sprinter Van,5-7 Years,CLEARED,4.3,1002,374,89.5,98.3,PASSED,PASSED,CLEAN,YES,20.75,15,2025-05-11,2026-03-13,2026-04-12,YES,NO,
RR-00362,Heather,Brown,Heather Brown,heather549@gmail.com,(222) 937-2908,Nashville,TN,"Nashville, TN",CDL-B,Cargo Van,3-5 Years,CLEARED,4.7,243,776,96.3,96.0,PASSED,PASSED,CLEAN,YES,27.69,6,2025-10-05,2026-03-22,2026-04-06,YES,NO,
RR-00363,Chris,Wood,Chris Wood,chris.wood@hotmail.com,(484) 941-4249,Detroit,MI,"Detroit, MI",CDL-B,Cargo Van,2-3 Years,CLEARED,3.3,1553,295,97.2,96.5,PENDING,PENDING,CLEAN,NO,27.59,0,2025-06-10,2026-03-18,2026-04-16,YES,NO,
RR-00364,Melissa,Mitchell,Melissa Mitchell,melissa_mitchell@hotmail.com,(986) 810-2878,Miami,FL,"Miami, FL",CDL-A,Box Truck,1-2 Years,MATCHING,4.5,612,291,99.1,92.0,PENDING,PENDING,MINOR_VIOLATION,NO,30.99,7,2025-06-08,2026-03-27,2026-04-10,NO,NO,
RR-00365,Megan,Rodriguez,Megan Rodriguez,megan209@yahoo.com,(216) 953-1476,Cleveland,OH,"Cleveland, OH",CDL-A,Box Truck,7-10 Years,STANDBY,4.3,652,385,94.9,92.1,PENDING,PASSED,MINOR_VIOLATION,NO,34.66,14,2025-11-14,2026-03-15,2026-04-08,YES,YES,
RR-00366,Justin,Walker,Justin Walker,justin_walker@yahoo.com,(959) 355-7979,Cincinnati,OH,"Cincinnati, OH",CDL-B,Step Van,10+ Years,CLEARED,4.3,372,282,97.9,96.6,PASSED,PENDING,CLEAN,NO,22.88,7,2025-05-06,2026-03-10,2026-04-14,NO,YES,
RR-00367,Timothy,Wright,Timothy Wright,timothy.wright@yahoo.com,(779) 950-5186,New Orleans,LA,"New Orleans, LA",CDL-B,Step Van,7-10 Years,IN_REVIEW,3.8,678,607,97.0,92.7,PASSED,PENDING,CLEAN,NO,27.12,9,2025-09-23,2026-03-20,2026-04-19,NO,YES,
RR-00368,Sandra,Gonzalez,Sandra Gonzalez,sandra530@gmail.com,(310) 938-1020,Cleveland,OH,"Cleveland, OH",CDL-A,Step Van,7-10 Years,CLEARED,4.2,731,296,93.5,95.4,PENDING,PASSED,MINOR_VIOLATION,NO,25.46,14,2026-01-14,2026-03-25,2026-04-17,NO,NO,
RR-00369,Derek,Phillips,Derek Phillips,phillips.d@yahoo.com,(899) 678-7624,Indianapolis,IN,"Indianapolis, IN",CDL-B,Step Van,5-7 Years,IN_REVIEW,4.3,286,591,99.0,97.8,PASSED,PENDING,CLEAN,NO,17.15,9,2025-06-14,2026-03-19,2026-04-19,YES,NO,
RR-00370,Sandra,Hernandez,Sandra Hernandez,sandra.hernandez@yahoo.com,(795) 452-2351,Detroit,MI,"Detroit, MI",CDL-A,Box Truck,2-3 Years,CLEARED,5.0,825,359,89.7,99.0,PASSED,PASSED,CLEAN,YES,33.77,14,2025-07-23,2026-03-26,2026-04-19,NO,YES,
RR-00371,Tyler,Johnson,Tyler Johnson,johnson.t@outlook.com,(998) 966-1042,Boston,MA,"Boston, MA",CDL-A,Step Van,1-2 Years,IN_REVIEW,3.3,555,654,93.4,93.7,PASSED,PENDING,CLEAN,NO,25.91,3,2025-10-26,2026-03-10,2026-04-19,YES,YES,
RR-00372,Miguel,Russell,Miguel Russell,miguel716@gmail.com,(280) 713-4001,Indianapolis,IN,"Indianapolis, IN",CDL-A,Sprinter Van,7-10 Years,CLEARED,4.2,386,125,98.3,97.3,PENDING,PASSED,CLEAN,NO,24.57,8,2025-05-09,2026-04-04,2026-04-15,YES,YES,
RR-00373,Ricardo,Brown,Ricardo Brown,ricardo362@gmail.com,(895) 215-3056,Cleveland,OH,"Cleveland, OH",CDL-B,Box Truck,3-5 Years,CLEARED,4.0,2158,109,94.4,94.6,PASSED,PASSED,CLEAN,YES,25.03,0,2025-08-29,2026-03-26,2026-04-09,YES,NO,
RR-00374,Ashley,Henderson,Ashley Henderson,ashley49@outlook.com,(776) 522-8589,Houston,TX,"Houston, TX",CDL-B,Step Van,3-5 Years,MATCHING,4.7,429,735,95.4,96.6,PASSED,PENDING,CLEAN,NO,18.51,8,2025-10-31,2026-03-24,2026-04-13,YES,YES,
RR-00375,Darius,Wright,Darius Wright,darius210@yahoo.com,(776) 687-7569,Phoenix,AZ,"Phoenix, AZ",CDL-A,Box Truck,7-10 Years,IN_REVIEW,4.8,1885,503,91.2,94.8,PENDING,PASSED,CLEAN,NO,25.55,3,2025-12-18,2026-03-07,2026-04-08,YES,YES,
RR-00376,Ryan,Turner,Ryan Turner,turner.r@yahoo.com,(239) 987-7552,Charlotte,NC,"Charlotte, NC",CDL-B,Sprinter Van,7-10 Years,IN_REVIEW,4.9,1370,552,99.2,94.4,PENDING,PASSED,CLEAN,NO,21.31,14,2025-12-27,2026-03-26,2026-04-05,YES,NO,
RR-00377,Amanda,King,Amanda King,amanda_king@gmail.com,(635) 735-7867,Chicago,IL,"Chicago, IL",CDL-B,Box Truck,7-10 Years,MATCHING,4.6,468,333,95.2,93.8,PASSED,PASSED,CLEAN,YES,25.17,2,2025-11-21,2026-03-14,2026-04-14,YES,YES,
RR-00378,Sheila,Cook,Sheila Cook,sheila78@outlook.com,(507) 215-8524,Miami,FL,"Miami, FL",CDL-B,Box Truck,7-10 Years,CLEARED,5.0,803,510,90.6,97.4,PASSED,PASSED,CLEAN,YES,25.68,4,2025-04-27,2026-03-08,2026-04-14,YES,YES,
RR-00379,Marvin,Ramirez,Marvin Ramirez,marvin455@gmail.com,(710) 216-3475,Washington,DC,"Washington, DC",CDL-B,Cargo Van,3-5 Years,MATCHING,3.9,2027,127,98.9,99.3,PASSED,PASSED,CLEAN,YES,25.62,6,2025-04-05,2026-03-28,2026-04-09,YES,YES,
RR-00380,Renee,Rogers,Renee Rogers,renee_rogers@hotmail.com,(263) 463-4984,Tampa,FL,"Tampa, FL",CDL-B,Sprinter Van,7-10 Years,IN_REVIEW,4.7,1888,111,95.8,94.4,PASSED,PASSED,CLEAN,YES,21.92,8,2025-09-13,2026-03-29,2026-04-10,YES,NO,
RR-00381,Latonya,King,Latonya King,latonya.king@hotmail.com,(702) 596-7912,Boston,MA,"Boston, MA",CDL-B,Step Van,2-3 Years,CLEARED,5.0,2371,258,89.4,95.1,PASSED,PASSED,CLEAN,YES,25.0,0,2025-06-17,2026-03-23,2026-04-08,NO,NO,
RR-00382,Ashley,Rogers,Ashley Rogers,rogers.a@hotmail.com,(973) 483-7523,San Antonio,TX,"San Antonio, TX",CDL-A,Box Truck,3-5 Years,MATCHING,3.8,870,23,92.0,96.9,PASSED,PASSED,CLEAN,YES,23.91,10,2026-02-25,2026-03-25,2026-04-12,YES,YES,
